-31.0338, -30.6573, 22.9508
-2.99113, 39.3463, 75.9428
-38.9522, 24.179, 59.7808
-14.3883, 39.1404, 51.5727
-33.6701, -11.8115, 15.1504
-34.8217, -13.2027, 34.6284
42.5398, -0.51132, 50.1128
17.619, 42.7171, 69.3371
-37.439, 15.2624, 31.9748
-32.0664, -15.1866, 13.7098
-39.7573, -43.5065, 80.1957
-7.1947, 35.0173, 23.6928
-6.02017, -6.81897, 71.5642
-7.44474, -32.527, 11.3765
39.2804, -35.221, 48.2858
-22.5436, 25.7336, 72.2106
-41.7187, 32.7837, 77.2125
34.6715, 15.9753, 32.5135
15.4305, 29.397, 71.7998
33.9468, -37.0414, 29.5631
5.38393, 33.1896, 15.7146
39.6064, -18.8641, 75.5634
-5.67037, 26.0935, 70.2902
-37.1975, -6.62312, 77.3877
14.751, 30.6531, 0.8638
-32.8846, -12.0723, 11.7738
43.5744, -20.4235, 74.0671
35.2103, -26.2951, 11.4646
21.3015, -0.691869, 70.8927
40.0979, -17.188, 59.6164
-43.2247, -17.3989, 81.0516
5.77062, -39.7993, 73.1291
31.0147, 18.4219, 5.78107
35.9336, 0.910418, 38.8539
33.7245, -2.45077, 27.8436
-32.4067, -31.483, 18.3842
-20.0443, 31.2059, 4.64434
19.6829, 41.6685, 46.1915
-28.7356, -36.4882, 69.7259
-40.0594, -25.143, 69.3027
3.03829, -36.5926, 69.6874
39.689, -39.4158, 56.8171
5.43806, -23.9229, 1.30822
-17.3647, -33.0913, 19.5837
-36.1409, 29.7606, 28.5655
28.3748, -38.0036, 49.2231
17.4383, -35.387, 69.9235
-31.5593, 37.0169, 46.9347
-27.6053, 33.2099, 24.6688
-28.6216, 29.311, 8.23519
34.1354, -0.985138, 9.78933
-12.6302, -12.3128, 1.76734
29.1737, -0.809706, 68.607
-36.4339, -37.213, 33.7771
-32.1166, 5.96237, 0.677914
-16.9921, -31.1933, 0.693416
-35.0567, -25.024, 72.8876
